IdCategoria;IdFabricante;Referencia;PartNumber;UpcCode;Peso;Fotografia;Oferta;FechaInicioOferta;FechaFinOferta;Nombre;Resumen;Descripcion;InfoGeneral;EspecificacionesAmpliadas;Accesorios;Stock;FechaStock;Tasas;Coste;DesCategoria;DesFabricante;
112;9092;LL-2080-R;LL-2080-R;;0,000;/LL-2080-R.JPG;0;;;;;;;;;1;;0,00;2,45;Ratones;L-Link;
112;9092;LL-2081;LL-2081;;0,000;/LL-2081.JPG;0;;;;;;;;;2;;0,00;1,95;Ratones;L-Link;
112;9092;LL-2095-N;LL-2095-N;;0,000;/LL-2095-N.JPG;0;;;;;;;;;7;;0,00;3,80;Ratones;L-Link;
111;9092;LL-KB-816-COM;LL-KB-816-COMBO;;0,000;/LL-KB-816-COMBO.JPG;0;;;;;;;;;9;;0,00;4,95;Teclados;L-Link;
218;9092;LL-PS-MICRO50;LL-PS-MICRO500-CAB;;0,000;/LL-PS-MICRO500-CAB.JPG;0;;;;;;;;;2;;0,00;13,95;Fuentes Alimentación;L-Link;
112;9106;LOGITECH M90;910-001793;;0,000;/910-001793.JPG;0;;;;;;;;;5;;0,00;4,65;Ratones;Logitech;
206;10287;LP7863TN-B;LP7863TN-B;;0,000;/LP7863TN-B.JPG;0;;;;;;;;;1;;0,00;13,95;Soportes Ergonomicos;TOOQ;
743;1;M8080;M8080;;0,000;/M8080.JPG;0;;;Rollo papel térmico 8x8 LIBRE DE BISFENOL A;;;;;;0;;0,00;0,79;Papel de Impresoras de Tickets;[sin fabricante];
125;330;MD16GSD54800-;MD16GSD54800-BLK;;0,000;/MD16GSD54800-BLK.JPG;0;;;;;;;;;0;;0,00;149,95;Memorias;PNY Technologies;
125;6943;MEN 1GB 800;TED21G800C6BK;;0,000;/TED21G800C6BK.JPG;0;;;MEMORIA DDR2 1GB/ 800 TEAM ELITE;;;;;;12;;0,00;11,99;Memorias;TEAM ELITE;
316;9892;MZ-V9S2T0BW;MZ-V9S2T0BW;;0,000;/MZ-V9S2T0BW.JPG;0;;;;;;;;;0;;3,00;136,95;SSD;Samsung;
200;9092;NOVA;NOVA;;0,000;/NOVA.JPG;0;;;;;;;;;4;;0,00;44,95;Cajas CPU;L-Link;
128;15394;NV-R120B;NV-R120B;;0,000;/NV-R120B.JPG;0;;;VENTILADOR 12CM RAIDMAX RGB 3/4 PINES;;;;;;6;;0,00;5,90;Ventiladores de caja;Raidmax;
194;;NW286;NW286;;0,000;/NW286.JPG;0;;;;;;;;;2;;0,00;4,95;Adaptadores;;
111;8985;NXKROMKLYSSP;NXKROMKLYSSP;;0,000;/NXKROMKLYSSP.JPG;0;;;;;;;;;0;;0,00;15,70;Teclados;KROM;
260;1;O0350.0,5;O0350.0,5;;0,000;/O0350.0,5.JPG;0;;;FIBRA PATCH LC-LC (9/125) 0.50M OS2 LSZH;;;;;;1;;0,00;2,95;Cables y Adaptadores Fibra Optica;[sin fabricante];
